,longitude,latitude,neighborhood
17452,-74.0058,40.7355,West Village
17453,-73.9831,40.6952,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
17454,-73.9668,40.7547,Turtle Bay-East Midtown
17455,-73.949,40.7715,Yorkville
17456,-74.0069,40.7074,Battery Park City-Lower Manhattan
17457,-73.9916,40.7677,Clinton
17458,-73.9655,40.7838,park-cemetery-etc-Manhattan
17459,-73.9838,40.7587,Midtown-Midtown South
17460,-73.9809,40.7275,East Village
17461,-74.0022,40.7306,West Village
17462,-73.9623,40.7967,Upper West Side
17463,-73.9982,40.7568,Hudson Yards-Chelsea-Flatiron-Union Square
17464,-73.9647,40.7571,Turtle Bay-East Midtown
17465,-73.9782,40.7447,Murray Hill-Kips Bay
17466,-73.987,40.7604,Midtown-Midtown South
17467,-73.9851,40.7274,East Village
17468,-74.0131,40.6562,Sunset Park West
17469,-73.9861,40.7721,Lincoln Square
17470,-73.986,40.6927,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
17471,-74.0019,40.709,Battery Park City-Lower Manhattan
17472,-73.955,40.675,Crown Heights North
17474,-73.9487,40.7845,Yorkville
17475,-73.9498,40.7794,Yorkville
17476,-73.9917,40.7709,Clinton
17477,-73.9999,40.7424,Hudson Yards-Chelsea-Flatiron-Union Square
17478,-74.0157,40.7064,Battery Park City-Lower Manhattan
17479,-73.9754,40.746,Murray Hill-Kips Bay
17480,-74.0031,40.7367,West Village
17481,-73.9785,40.7456,Murray Hill-Kips Bay
17482,-73.9585,40.7704,Lenox Hill-Roosevelt Island
17483,-73.9555,40.7742,Yorkville
17484,-73.9486,40.7838,Yorkville
17485,-73.9586,40.776,Upper East Side-Carnegie Hill
17486,-73.9928,40.7559,Clinton
17487,-73.9617,40.7604,Lenox Hill-Roosevelt Island
17488,-73.9518,40.7694,Lenox Hill-Roosevelt Island
17489,-73.9172,40.6805,Stuyvesant Heights
17490,-73.9659,40.6736,Prospect Heights
17491,-74.0028,40.7325,West Village
17492,-73.9944,40.7548,Hudson Yards-Chelsea-Flatiron-Union Square
17493,-73.9635,40.7637,Lenox Hill-Roosevelt Island
17494,-73.9874,40.7392,Hudson Yards-Chelsea-Flatiron-Union Square
17495,-73.9961,40.7373,Hudson Yards-Chelsea-Flatiron-Union Square
17496,-73.8623,40.7238,Rego Park
17497,-73.9517,40.7802,Yorkville
17498,-73.993,40.7551,Hudson Yards-Chelsea-Flatiron-Union Square
17499,-74.0122,40.7074,Battery Park City-Lower Manhattan
17500,-73.9847,40.7191,Lower East Side
17501,-73.942,40.7865,East Harlem South
17502,-73.9799,40.7879,Upper West Side
17503,-73.9487,40.6453,Erasmus
17504,-73.9914,40.7032,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
17505,-73.9746,40.7479,Murray Hill-Kips Bay
17506,-73.9486,40.8309,Hamilton Heights
17507,-74.0066,40.7084,Battery Park City-Lower Manhattan
17508,-73.9834,40.7243,East Village
17509,-73.9958,40.753,Hudson Yards-Chelsea-Flatiron-Union Square
17510,-73.9469,40.774,Yorkville
17511,-73.9175,40.7728,Steinway
17512,-74.0069,40.7074,Battery Park City-Lower Manhattan
17513,-73.9772,40.7412,Murray Hill-Kips Bay
17514,-74.0092,40.7306,West Village
17515,-73.984,40.7284,East Village
17516,-73.9947,40.6822,Carroll Gardens-Columbia Street-Red Hook
17517,-74.0149,40.708,Battery Park City-Lower Manhattan
17518,-73.9677,40.7539,Turtle Bay-East Midtown
17519,-73.97399999999998,40.7446,Murray Hill-Kips Bay
17520,-73.9926,40.7425,Hudson Yards-Chelsea-Flatiron-Union Square
17521,-74.0169,40.7091,Battery Park City-Lower Manhattan
17522,-73.9554,40.7192,North Side-South Side
17523,-73.9695,40.753,Turtle Bay-East Midtown
17524,-73.9464,40.7449,Hunters Point-Sunnyside-West Maspeth
17525,-73.9922,40.7556,Clinton
17526,-73.9416,40.79,East Harlem South
17527,-73.9791,40.739,Murray Hill-Kips Bay
17528,-73.9934,40.7366,Hudson Yards-Chelsea-Flatiron-Union Square
17529,-73.9753,40.7896,Upper West Side
17530,-73.9565,40.7719,Lenox Hill-Roosevelt Island
17531,-74.0009,40.7296,West Village
17532,-74.0054,40.7354,West Village
17533,-73.9525,40.8254,Hamilton Heights
17534,-73.9623,40.7967,Upper West Side
17535,-73.9514,40.8274,Hamilton Heights
17536,-73.9857,40.7529,Midtown-Midtown South
17537,-73.9709,40.7967,Upper West Side
17538,-73.9773,40.7621,Midtown-Midtown South
17539,-73.9994,40.7404,Hudson Yards-Chelsea-Flatiron-Union Square
17540,-73.91460000000002,40.6986,Bushwick North
17541,-73.9748,40.7481,Murray Hill-Kips Bay
17542,-73.9901,40.7601,Clinton
17543,-73.9784,40.7775,Lincoln Square
17544,-73.9809,40.7389,Murray Hill-Kips Bay
17545,-73.9998,40.7613,Hudson Yards-Chelsea-Flatiron-Union Square
17546,-73.9969,40.7563,Hudson Yards-Chelsea-Flatiron-Union Square
17547,-73.9423,40.7862,East Harlem South
17548,-74.0026,40.7512,Hudson Yards-Chelsea-Flatiron-Union Square
17549,-73.9741,40.7447,Murray Hill-Kips Bay
17550,-73.9449,40.8136,Central Harlem North-Polo Grounds
17551,-74.0018,40.7268,SoHo-TriBeCa-Civic Center-Little Italy
17552,-73.9792,40.7431,Murray Hill-Kips Bay
17553,-73.9618,40.8003,Morningside Heights
17554,-73.9627,40.7634,Lenox Hill-Roosevelt Island
17555,-73.9917,40.7709,Clinton
17556,-73.8225,40.751,Flushing
17557,-74.003,40.7267,SoHo-TriBeCa-Civic Center-Little Italy
17558,-73.9486,40.7972,East Harlem South
17559,-73.9484,40.7804,Yorkville
17560,-74.0059,40.7075,Battery Park City-Lower Manhattan
17561,-73.9657,40.7535,Turtle Bay-East Midtown
17562,-73.9832,40.7645,Midtown-Midtown South
17563,-73.9354,40.8442,Washington Heights South
17564,-73.994,40.6932,Brooklyn Heights-Cobble Hill
17565,-73.988,40.7225,Chinatown
17566,-73.9572,40.7657,Lenox Hill-Roosevelt Island
17567,-73.9838,40.7587,Midtown-Midtown South
17568,-73.9372,40.8246,Central Harlem North-Polo Grounds
17569,-73.9532,40.7816,Upper East Side-Carnegie Hill
17570,-73.9806,40.7788,Lincoln Square
17571,-73.9592,40.6781,Crown Heights North
17572,-74.0262,40.6174,Bay Ridge
17573,-73.9814,40.731,Stuyvesant Town-Cooper Village
17574,-73.9859,40.7701,Lincoln Square
17575,-73.9767,40.7405,Murray Hill-Kips Bay
17576,-74.0017,40.7448,Hudson Yards-Chelsea-Flatiron-Union Square
17577,-73.9655,40.7838,park-cemetery-etc-Manhattan
17578,-73.9726,40.7518,Turtle Bay-East Midtown
17579,-73.999,40.761,Hudson Yards-Chelsea-Flatiron-Union Square
17580,-73.9428,40.8458,Washington Heights South
17581,-74.0045,40.7521,Hudson Yards-Chelsea-Flatiron-Union Square
17582,-73.9959,40.72,SoHo-TriBeCa-Civic Center-Little Italy
17583,-73.9946,40.7242,SoHo-TriBeCa-Civic Center-Little Italy
17584,-73.9644,40.764,Lenox Hill-Roosevelt Island
17585,-73.9556,40.6778,Crown Heights North
17586,-73.9813,40.7296,East Village
17587,-73.9611,40.7627,Lenox Hill-Roosevelt Island
17588,-73.9609,40.8007,Morningside Heights
17589,-73.952,40.7748,Yorkville
17590,-73.9553,40.7788,Upper East Side-Carnegie Hill
17591,-73.944,40.8132,Central Harlem North-Polo Grounds
17592,-73.9765,40.7489,Murray Hill-Kips Bay
17593,-73.9742,40.7959,Upper West Side
17594,-74.0047,40.7332,West Village
17595,-73.9823,40.7221,Lower East Side
17596,-74.0066,40.7084,Battery Park City-Lower Manhattan
17597,-73.9978,40.7612,Clinton
17598,-73.9406,40.6708,Crown Heights North
17599,-73.9531,40.7769,Yorkville
17600,-73.9982,40.7568,Hudson Yards-Chelsea-Flatiron-Union Square
17601,-73.8508,40.72,Forest Hills
17602,-73.9975,40.7176,SoHo-TriBeCa-Civic Center-Little Italy
17603,-73.9529,40.7671,Lenox Hill-Roosevelt Island
17604,-73.9847,40.7637,Midtown-Midtown South
17605,-73.9182,40.7451,Hunters Point-Sunnyside-West Maspeth
17606,-73.9608,40.7689,Lenox Hill-Roosevelt Island
17607,-73.9143,40.6842,Ocean Hill
17608,-73.977,40.6811,Park Slope-Gowanus
17609,-73.9863,40.745,Midtown-Midtown South
17610,-73.9517,40.8006,Central Harlem South
17611,-73.9157,40.6884,Bushwick South
17612,-74.0066,40.7084,Battery Park City-Lower Manhattan
17613,-73.915,40.7649,Astoria
17614,-73.976,40.7376,Murray Hill-Kips Bay
17615,-73.97710000000002,40.7269,Lower East Side
17616,-73.9772,40.7901,Upper West Side
17617,-73.9724,40.6972,Fort Greene
17618,-73.9547,40.7669,Lenox Hill-Roosevelt Island
17619,-73.9502,40.7711,Lenox Hill-Roosevelt Island
17620,-73.9661,40.7929,Upper West Side
17621,-73.9593,40.7594,Lenox Hill-Roosevelt Island
17622,-73.97399999999998,40.7538,Turtle Bay-East Midtown
17623,-74.0042,40.7373,West Village
17624,-73.9829,40.7272,East Village
17625,-73.9666,40.7555,Turtle Bay-East Midtown
17626,-73.9627,40.7634,Lenox Hill-Roosevelt Island
17627,-73.9676,40.7567,Turtle Bay-East Midtown
17628,-73.9809,40.7724,Lincoln Square
17629,-73.9471,40.7815,Yorkville
17630,-73.9942,40.6603,Sunset Park West
17631,-74.0019,40.7275,SoHo-TriBeCa-Civic Center-Little Italy
17632,-73.9286,40.7388,Hunters Point-Sunnyside-West Maspeth
17633,-73.9891,40.7352,Gramercy
17634,-73.9659,40.8033,Morningside Heights
17635,-73.9705,40.7892,Upper West Side
17636,-73.9826,40.7302,East Village
17637,-73.9607,40.7675,Lenox Hill-Roosevelt Island
17638,-73.971,40.7863,Upper West Side
17639,-73.9892,40.726,East Village
17640,-73.9805,40.7824,Upper West Side
17641,-73.9497,40.8298,Hamilton Heights
17642,-73.9832,40.7645,Midtown-Midtown South
17643,-73.9884,40.731,East Village
17644,-73.942,40.6859,Bedford
17645,-74.0087,40.7056,Battery Park City-Lower Manhattan
17646,-73.947,40.7806,Yorkville
17647,-73.9475,40.78,Yorkville
17648,-73.9805,40.74,Murray Hill-Kips Bay
17649,-73.99,40.7596,Clinton
17650,-73.9914,40.7032,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
17651,-74.0148,40.7182,Battery Park City-Lower Manhattan
17652,-73.937,40.8417,Washington Heights South
17653,-73.9732,40.7476,Murray Hill-Kips Bay
17654,-73.9695,40.7518,Turtle Bay-East Midtown
17655,-73.9431,40.8344,Washington Heights South
17656,-73.9266,40.7049,Bushwick North
17657,-73.9555,40.69,Bedford
17658,-73.9999,40.7297,West Village
17659,-73.9962,40.7593,Hudson Yards-Chelsea-Flatiron-Union Square
17660,-74.0017,40.7274,SoHo-TriBeCa-Civic Center-Little Italy
17661,-73.9395,40.8516,Washington Heights North
17662,-73.9865,40.7301,East Village
17663,-73.9317,40.6901,Stuyvesant Heights
17664,-73.9579,40.76300000000001,Lenox Hill-Roosevelt Island
17665,-73.9631,40.7945,Upper West Side
17666,-73.9773,40.7463,Murray Hill-Kips Bay
17667,-73.9874,40.7213,Chinatown
17668,-73.9532,40.8233,Hamilton Heights
17669,-73.9752,40.7329,Stuyvesant Town-Cooper Village
17670,-74.0109,40.7196,SoHo-TriBeCa-Civic Center-Little Italy
17671,-73.9457,40.8234,Hamilton Heights
17672,-73.9863,40.7299,East Village
17673,-73.9476,40.7741,Yorkville
17674,-73.9594,40.6518,Flatbush
17675,-73.9524,40.823,Hamilton Heights
17676,-73.9783,40.6665,Park Slope-Gowanus
17677,-73.97399999999998,40.7446,Murray Hill-Kips Bay
17678,-73.9826,40.7186,Lower East Side
17679,-73.9935,40.7301,West Village
17680,-73.9421,40.7864,East Harlem South
17681,-73.9509,40.6779,Crown Heights North
17682,-73.9563,40.8063,Central Harlem South
17683,-73.9836,40.7247,East Village
17684,-73.97710000000002,40.7923,Upper West Side
17685,-73.9963,40.7606,Clinton
17686,-74.0077,40.7065,Battery Park City-Lower Manhattan
17687,-73.9851,40.7437,Hudson Yards-Chelsea-Flatiron-Union Square
17688,-73.9658,40.7539,Turtle Bay-East Midtown
17689,-73.9955,40.7542,Hudson Yards-Chelsea-Flatiron-Union Square
17690,-73.9503,40.7845,Upper East Side-Carnegie Hill
17691,-73.9982,40.7568,Hudson Yards-Chelsea-Flatiron-Union Square
17692,-73.9866,40.7651,Clinton
17693,-74.0162,40.7053,Battery Park City-Lower Manhattan
17694,-73.9773,40.7909,Upper West Side
17695,-73.9732,40.7476,Murray Hill-Kips Bay
17696,-73.9878,40.7657,Clinton
17697,-73.9901,40.7601,Clinton
17698,-73.9318,40.856,Washington Heights North
17699,-73.9989,40.7611,Clinton
17700,-73.99,40.7601,Clinton
17701,-73.9962,40.7593,Hudson Yards-Chelsea-Flatiron-Union Square
17702,-73.9397,40.8272,Central Harlem North-Polo Grounds
17703,-73.9789,40.7644,Midtown-Midtown South
17704,-73.9776,40.7419,Murray Hill-Kips Bay
17705,-73.9857,40.7358,Gramercy
17706,-73.9508,40.7808,Yorkville
17707,-73.9754,40.7444,Murray Hill-Kips Bay
17708,-73.9909,40.7448,Hudson Yards-Chelsea-Flatiron-Union Square
17709,-73.9517,40.7747,Yorkville
17710,-74.0046,40.7073,Battery Park City-Lower Manhattan
17711,-74.0047,40.7475,Hudson Yards-Chelsea-Flatiron-Union Square
17712,-73.9865,40.7348,Gramercy
17713,-73.9817,40.7655,Midtown-Midtown South
17714,-73.9203,40.7704,Old Astoria
17715,-73.994,40.6985,Brooklyn Heights-Cobble Hill
17716,-73.9697,40.756,Turtle Bay-East Midtown
17717,-73.9916,40.7452,Midtown-Midtown South
17718,-73.9955,40.7553,Hudson Yards-Chelsea-Flatiron-Union Square
17719,-73.9944,40.7548,Hudson Yards-Chelsea-Flatiron-Union Square
17720,-73.9816,40.7654,Midtown-Midtown South
17721,-73.9567,40.7696,Lenox Hill-Roosevelt Island
17722,-74.0043,40.6567,Sunset Park West
17723,-73.9666,40.6838,Clinton Hill
17724,-73.9811,40.7449,Murray Hill-Kips Bay
17725,-73.9423,40.7862,East Harlem South
17726,-73.929,40.7404,Hunters Point-Sunnyside-West Maspeth
17727,-73.9722,40.6742,Park Slope-Gowanus
17728,-73.9964,40.744,Hudson Yards-Chelsea-Flatiron-Union Square
17729,-73.97399999999998,40.7446,Murray Hill-Kips Bay
17730,-73.9964,40.7194,SoHo-TriBeCa-Civic Center-Little Italy
17731,-73.9781,40.7413,Murray Hill-Kips Bay
17732,-73.9916,40.7452,Midtown-Midtown South
17733,-73.9902,40.7733,Lincoln Square
17734,-73.9748,40.7481,Murray Hill-Kips Bay
17735,-73.9616,40.7677,Lenox Hill-Roosevelt Island
17736,-73.9883,40.7777,Lincoln Square
17737,-73.8416,40.7192,Forest Hills
17738,-73.9895,40.7023,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
17739,-73.9086,40.7019,Ridgewood
17740,-73.976,40.7476,Murray Hill-Kips Bay
17741,-73.9591,40.764,Lenox Hill-Roosevelt Island
17742,-73.9892,40.726,East Village
17743,-73.954,40.7156,North Side-South Side
17744,-73.9922,40.7556,Clinton
17745,-73.9989,40.7611,Clinton
17746,-74.0125,40.7162,SoHo-TriBeCa-Civic Center-Little Italy
17747,-73.9885,40.7656,Clinton
17748,-73.9829,40.7272,East Village
17749,-73.9826,40.7282,East Village
17750,-73.9928,40.7551,Hudson Yards-Chelsea-Flatiron-Union Square
17751,-73.97399999999998,40.7446,Murray Hill-Kips Bay
17752,-74.0026,40.7074,Battery Park City-Lower Manhattan
17753,-73.9727,40.7436,Turtle Bay-East Midtown
17754,-73.9378,40.7139,East Williamsburg
17755,-73.9387,40.8237,Central Harlem North-Polo Grounds
17756,-73.9731,40.7866,Upper West Side
17757,-73.9743,40.7439,Murray Hill-Kips Bay
17758,-73.9901,40.7601,Clinton
17759,-73.9607,40.7675,Lenox Hill-Roosevelt Island
17760,-73.9875,40.7743,Lincoln Square
17761,-73.9846,40.7383,Gramercy
17762,-73.9727,40.7436,Turtle Bay-East Midtown
17763,-73.993,40.7204,Chinatown
17764,-73.9487,40.7845,Yorkville
17765,-73.9675,40.7933,Upper West Side
17766,-73.9775,40.7337,Stuyvesant Town-Cooper Village
17767,-73.9677,40.7113,North Side-South Side
17768,-73.962,40.7651,Lenox Hill-Roosevelt Island
17769,-73.9963,40.7606,Clinton
17770,-73.9087,40.6844,Bushwick South
17771,-73.9422,40.7139,East Williamsburg
17772,-73.9628,40.7633,Lenox Hill-Roosevelt Island
17773,-73.9695,40.753,Turtle Bay-East Midtown
17774,-73.9416,40.8163,Central Harlem North-Polo Grounds
17775,-73.9876,40.7104,Lower East Side
17776,-73.9953,40.6934,Brooklyn Heights-Cobble Hill
17777,-74.0059,40.7075,Battery Park City-Lower Manhattan
17778,-73.9675,40.7943,Upper West Side
17779,-73.9534,40.7726,Lenox Hill-Roosevelt Island
17780,-73.9994,40.7298,West Village
17781,-74.0058,40.7355,West Village
17782,-73.994,40.6932,Brooklyn Heights-Cobble Hill
17783,-73.9852,40.7027,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
17784,-73.955,40.7087,North Side-South Side
17785,-73.986,40.7609,Midtown-Midtown South
17786,-73.9886,40.7218,Chinatown
17787,-73.9572,40.8037,Central Harlem South
17788,-73.9427,40.8014,East Harlem North
17789,-73.9689,40.7602,Turtle Bay-East Midtown
17790,-73.9374,40.6838,Stuyvesant Heights
17791,-73.9713,40.7506,Turtle Bay-East Midtown
17792,-73.9458,40.7768,Yorkville
17793,-74.0047,40.7171,SoHo-TriBeCa-Civic Center-Little Italy
17794,-73.9763,40.7483,Murray Hill-Kips Bay
17796,-73.9109,40.6812,Ocean Hill
17797,-74.0036,40.7399,West Village
17798,-74.0149,40.708,Battery Park City-Lower Manhattan
17799,-73.9309,40.7541,Queensbridge-Ravenswood-Long Island City
17800,-73.9789,40.7806,Upper West Side
17801,-73.9809,40.7278,East Village
17802,-74.0069,40.7074,Battery Park City-Lower Manhattan
17803,-73.9864,40.7314,East Village
17804,-73.905,40.7035,Ridgewood
17805,-73.9272,40.7595,Astoria
17806,-74.0057,40.7084,Battery Park City-Lower Manhattan
17807,-74.0282,40.6224,Bay Ridge
17808,-74.0221,40.63,Bay Ridge
17809,-73.9857,40.733,Gramercy
17810,-73.9508,40.8246,Hamilton Heights
17811,-73.9578,40.8198,Manhattanville
17812,-73.9801,40.7571,Midtown-Midtown South
17813,-73.9185,40.8708,Marble Hill-Inwood
17814,-73.9829,40.7304,East Village
17815,-74.0003,40.7358,West Village
17816,-73.9777,40.7852,Upper West Side
17817,-73.8943,40.8614,Bedford Park-Fordham North
17818,-73.9431,40.8344,Washington Heights South
17819,-73.9578,40.8198,Manhattanville
17820,-73.9678,40.7605,Turtle Bay-East Midtown
17821,-73.9592,40.7309,Greenpoint
17822,-74.0143,40.71,Battery Park City-Lower Manhattan
17823,-73.9717,40.7565,Turtle Bay-East Midtown
17824,-74.0104,40.7045,Battery Park City-Lower Manhattan
17825,-73.9475,40.7822,Yorkville
17826,-73.9464,40.7449,Hunters Point-Sunnyside-West Maspeth
17827,-73.9425,40.7487,Hunters Point-Sunnyside-West Maspeth
17828,-73.9633,40.6223,Midwood
17829,-73.9125,40.7001,Bushwick North
17830,-73.9475,40.7801,Yorkville
17831,-73.9482,40.7811,Yorkville
17832,-73.8611,40.7363,Corona
17833,-74.0101,40.7067,Battery Park City-Lower Manhattan
17834,-73.9516,40.7776,Yorkville
17835,-73.9892,40.7282,East Village
17836,-73.9849,40.7292,East Village
17837,-73.9548,40.746,Hunters Point-Sunnyside-West Maspeth
17838,-73.9863,40.7664,Clinton
17839,-74.0081,40.7074,Battery Park City-Lower Manhattan
17840,-73.9506,40.7818,Yorkville
17841,-73.9767,40.6764,Park Slope-Gowanus
17842,-73.9874,40.7298,East Village
17843,-73.9647,40.7571,Turtle Bay-East Midtown
17844,-73.9765,40.7489,Murray Hill-Kips Bay
17845,-74.0086,40.7058,Battery Park City-Lower Manhattan
17846,-73.9445,40.8333,Washington Heights South
17847,-73.9754,40.7444,Murray Hill-Kips Bay
17848,-73.9971,40.6851,Carroll Gardens-Columbia Street-Red Hook
17849,-74.0055,40.7111,Battery Park City-Lower Manhattan
17850,-73.9939,40.7586,Clinton
17851,-73.9535,40.7746,Yorkville
17852,-73.9429,40.6604,Prospect Lefferts Gardens-Wingate
17853,-73.9399,40.8503,Washington Heights South
17854,-73.9159,40.7646,Astoria
17855,-73.9184,40.7006,Bushwick North
17856,-73.9523,40.7783,Yorkville
17857,-73.992,40.7381,Hudson Yards-Chelsea-Flatiron-Union Square
17858,-73.9909,40.7448,Hudson Yards-Chelsea-Flatiron-Union Square
17859,-73.9959,40.7593,Hudson Yards-Chelsea-Flatiron-Union Square
17860,-73.9486,40.8217,Hamilton Heights
17861,-73.9922,40.7617,Clinton
17862,-73.913,40.6955,Bushwick North
17863,-74.0149,40.7169,Battery Park City-Lower Manhattan
17864,-73.9809,40.7413,Murray Hill-Kips Bay
17865,-73.9876,40.7663,Clinton
17866,-74.0088,40.706,Battery Park City-Lower Manhattan
17867,-74.0069,40.7074,Battery Park City-Lower Manhattan
17868,-73.9803,40.7444,Murray Hill-Kips Bay
17869,-73.9936,40.7647,Clinton
17870,-73.9138,40.6999,Bushwick North
17871,-73.9518,40.7717,Lenox Hill-Roosevelt Island
17872,-73.9791,40.6813,Park Slope-Gowanus
17873,-73.98,40.726,Lower East Side
17874,-73.9857,40.7288,East Village
17875,-73.9905,40.7753,Lincoln Square
17876,-73.9865,40.7315,East Village
17877,-73.9469,40.7735,Yorkville
17878,-73.9596,40.7692,Lenox Hill-Roosevelt Island
17879,-73.9564,40.7772,Upper East Side-Carnegie Hill
17880,-73.9498,40.7856,East Harlem South
17881,-73.9411,40.8344,Washington Heights South
17882,-73.9499,40.7188,North Side-South Side
17883,-73.9942,40.7252,West Village
17884,-73.9556,40.69,Bedford
17885,-74.0031,40.7288,West Village
17886,-73.9464,40.7792,Yorkville
17887,-73.961,40.7669,Lenox Hill-Roosevelt Island
17888,-73.999,40.761,Hudson Yards-Chelsea-Flatiron-Union Square
17889,-73.9989,40.7611,Clinton
17890,-73.9556,40.7762,Yorkville
17891,-74.0002,40.761,Hudson Yards-Chelsea-Flatiron-Union Square
17892,-73.9926,40.7544,Hudson Yards-Chelsea-Flatiron-Union Square
17893,-73.9886,40.7656,Clinton
17894,-73.9781,40.7413,Murray Hill-Kips Bay
17896,-74.0391,40.6184,Bay Ridge
17897,-73.9489,40.77,Lenox Hill-Roosevelt Island
17898,-73.9585,40.7437,Hunters Point-Sunnyside-West Maspeth
17899,-73.9939,40.7239,SoHo-TriBeCa-Civic Center-Little Italy
17900,-73.9753,40.7345,Stuyvesant Town-Cooper Village
17901,-73.9559,40.716,North Side-South Side
17902,-73.9485,40.7705,Lenox Hill-Roosevelt Island
17903,-73.9487,40.7733,Yorkville
17904,-73.9874,40.7667,Clinton
17905,-73.8836,40.7536,Jackson Heights
17906,-73.9801,40.7406,Murray Hill-Kips Bay
17907,-73.9522,40.7663,Lenox Hill-Roosevelt Island
17908,-73.9757,40.7462,Murray Hill-Kips Bay
17909,-73.9944,40.7548,Hudson Yards-Chelsea-Flatiron-Union Square
17910,-73.9441,40.7449,Hunters Point-Sunnyside-West Maspeth
17911,-73.9857,40.733,Gramercy
17912,-73.984,40.7281,East Village
17913,-73.9833,40.7645,Midtown-Midtown South
17914,-74.0059,40.7075,Battery Park City-Lower Manhattan
17915,-73.9889,40.7194,Chinatown
17916,-73.956,40.773,Lenox Hill-Roosevelt Island
17917,-73.9692,40.7554,Turtle Bay-East Midtown
17918,-73.9847,40.7295,East Village
17919,-74.0066,40.7084,Battery Park City-Lower Manhattan
17920,-73.9847,40.7637,Midtown-Midtown South
17921,-73.9414,40.844,Washington Heights South
17922,-73.92399999999998,40.8679,Marble Hill-Inwood
17923,-73.975,40.7333,Stuyvesant Town-Cooper Village
17924,-74.0065,40.7081,Battery Park City-Lower Manhattan
17925,-73.9846,40.6921,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
17926,-74.0122,40.7074,Battery Park City-Lower Manhattan
17927,-73.9401,40.8214,Central Harlem North-Polo Grounds
17928,-73.9914,40.7032,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
17929,-73.9815,40.7293,East Village
17930,-73.9556,40.776,Yorkville
17931,-73.9586,40.6824,Clinton Hill
17932,-73.943,40.8442,Washington Heights South
17933,-73.9779,40.7782,Lincoln Square
17934,-74.0047,40.7334,West Village
17935,-73.955,40.7087,North Side-South Side
17936,-73.9784,40.726,Lower East Side
17937,-74.0002,40.6438,Sunset Park East
17938,-73.946,40.681,Bedford
17939,-73.9556,40.7762,Yorkville
17940,-73.9808,40.7639,Midtown-Midtown South
17941,-73.8426,40.7233,Forest Hills
17942,-73.98,40.7485,Murray Hill-Kips Bay
17943,-74.0055,40.7434,Hudson Yards-Chelsea-Flatiron-Union Square
17944,-73.9937,40.6985,Brooklyn Heights-Cobble Hill
17945,-73.9657,40.7567,Turtle Bay-East Midtown
17946,-73.9372,40.7986,East Harlem North
17947,-73.9213,40.8652,Marble Hill-Inwood
17948,-73.9509,40.7735,Yorkville
17949,-73.9402,40.752,Queensbridge-Ravenswood-Long Island City
17950,-73.9531,40.7803,Upper East Side-Carnegie Hill
17951,-73.9596,40.7623,Lenox Hill-Roosevelt Island
17952,-73.9845,40.7454,Midtown-Midtown South
17953,-74.0064,40.7346,West Village
17954,-74.0047,40.7339,West Village
17955,-73.9831,40.7377,Gramercy
17956,-73.9681,40.7574,Turtle Bay-East Midtown
17957,-73.9839,40.6966,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
17958,-73.9659,40.7928,Upper West Side
17959,-74.0076,40.7047,Battery Park City-Lower Manhattan
17960,-73.9704,40.753,Turtle Bay-East Midtown
17961,-74.005,40.7324,West Village
17962,-74.0065,40.7081,Battery Park City-Lower Manhattan
17963,-73.9886,40.7208,Chinatown
17964,-73.9808,40.7639,Midtown-Midtown South
17965,-73.976,40.7476,Murray Hill-Kips Bay
17966,-73.9727,40.7436,Turtle Bay-East Midtown
17967,-74.0029,40.7465,Hudson Yards-Chelsea-Flatiron-Union Square
17968,-73.9956,40.7621,Clinton
17969,-73.9494,40.7813,Yorkville
17970,-74.0031,40.7288,West Village
17971,-73.99,40.7601,Clinton
17972,-73.9834,40.7302,East Village
17973,-73.9922,40.7556,Clinton
17974,-73.9812,40.735,Gramercy
17975,-73.97399999999998,40.7446,Murray Hill-Kips Bay
17976,-73.9964,40.6968,Brooklyn Heights-Cobble Hill
17977,-73.8536,40.7276,Forest Hills
17978,-73.9852,40.7635,Midtown-Midtown South
17979,-73.9706,40.7506,Turtle Bay-East Midtown
17980,-73.9625,40.7593,Turtle Bay-East Midtown
17981,-73.9979,40.7177,SoHo-TriBeCa-Civic Center-Little Italy
17982,-73.9446,40.7797,Yorkville
17983,-73.9482,40.7728,Yorkville
17984,-73.9887,40.7401,Hudson Yards-Chelsea-Flatiron-Union Square
17985,-73.9817,40.7711,Lincoln Square
17986,-74.0086,40.7121,SoHo-TriBeCa-Civic Center-Little Italy
17987,-73.9564,40.7459,Hunters Point-Sunnyside-West Maspeth
17988,-73.9505,40.6721,Crown Heights North
17989,-73.9885,40.761,Clinton
17990,-73.9496,40.7793,Yorkville
17991,-73.9489,40.7839,Yorkville
17992,-73.9547,40.6421,Erasmus
17993,-73.9503,40.8244,Hamilton Heights
17994,-73.946,40.681,Bedford
17995,-73.9512,40.7698,Lenox Hill-Roosevelt Island
