,longitude,latitude,neighborhood
29211,-73.9802,40.7469,Murray Hill-Kips Bay
29212,-74.0075,40.7047,Battery Park City-Lower Manhattan
29213,-73.9875,40.7494,Midtown-Midtown South
29215,-73.9503,40.7845,Upper East Side-Carnegie Hill
29216,-74.0086,40.7058,Battery Park City-Lower Manhattan
29217,-73.952,40.6684,Crown Heights South
29219,-73.9971,40.7439,Hudson Yards-Chelsea-Flatiron-Union Square
29220,-73.9889,40.739,Hudson Yards-Chelsea-Flatiron-Union Square
29221,-73.9805,40.7486,Murray Hill-Kips Bay
29222,-73.956,40.7472,Hunters Point-Sunnyside-West Maspeth
29223,-74.0069,40.7074,Battery Park City-Lower Manhattan
29224,-73.9784,40.7293,East Village
29225,-73.9817,40.7397,Murray Hill-Kips Bay
29226,-73.9757,40.7462,Murray Hill-Kips Bay
29227,-73.9401,40.8214,Central Harlem North-Polo Grounds
29228,-74.0163,40.7084,Battery Park City-Lower Manhattan
29230,-73.9566,40.7758,Upper East Side-Carnegie Hill
29231,-73.94800000000002,40.7732,Yorkville
29232,-73.9818,40.7386,Gramercy
29233,-73.9906,40.7567,Clinton
29234,-73.9492,40.7701,Lenox Hill-Roosevelt Island
29235,-73.98899999999998,40.7293,East Village
29236,-73.9716,40.6916,Fort Greene
29237,-74.0151,40.7084,Battery Park City-Lower Manhattan
29238,-74.0099,40.7062,Battery Park City-Lower Manhattan
29239,-74.0099,40.7062,Battery Park City-Lower Manhattan
29240,-73.9874,40.7651,Clinton
29241,-73.9774,40.7462,Murray Hill-Kips Bay
29242,-73.9938,40.7586,Clinton
29243,-73.9457,40.8234,Hamilton Heights
29244,-73.9864,40.7399,Gramercy
29245,-74.0076,40.7047,Battery Park City-Lower Manhattan
29246,-74.0057,40.7084,Battery Park City-Lower Manhattan
29247,-73.9862,40.7513,Midtown-Midtown South
29248,-73.9649,40.7572,Turtle Bay-East Midtown
29249,-73.9676,40.7951,Upper West Side
29250,-73.9909,40.7448,Hudson Yards-Chelsea-Flatiron-Union Square
29251,-73.982,40.7552,Midtown-Midtown South
29252,-73.9849,40.7633,Midtown-Midtown South
29253,-73.9512,40.7698,Lenox Hill-Roosevelt Island
29254,-74.016,40.7093,Battery Park City-Lower Manhattan
29255,-74.0055,40.7157,SoHo-TriBeCa-Civic Center-Little Italy
29257,-73.9962,40.7593,Hudson Yards-Chelsea-Flatiron-Union Square
29258,-73.9356,40.6829,Stuyvesant Heights
29260,-73.9754,40.7444,Murray Hill-Kips Bay
29261,-73.9715,40.7513,Turtle Bay-East Midtown
29262,-73.98100000000002,40.7639,Midtown-Midtown South
29263,-73.9539,40.7337,Greenpoint
29264,-73.9483,40.7904,East Harlem South
29265,-73.9666,40.6769,Prospect Heights
29266,-73.9444,40.5869,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
29267,-73.9817,40.7319,Stuyvesant Town-Cooper Village
29268,-73.979,40.7369,Gramercy
29269,-73.9521,40.7175,North Side-South Side
29270,-73.928,40.6971,Bushwick South
29271,-73.9772,40.7412,Murray Hill-Kips Bay
29272,-74.0257,40.6363,Bay Ridge
29274,-73.9666,40.7555,Turtle Bay-East Midtown
29275,-73.9374,40.846,Washington Heights South
29276,-73.9353,40.8442,Washington Heights South
29277,-74.0069,40.7074,Battery Park City-Lower Manhattan
29278,-73.9782,40.7447,Murray Hill-Kips Bay
29279,-73.9789,40.7491,Murray Hill-Kips Bay
29280,-73.9548,40.7804,Upper East Side-Carnegie Hill
29281,-73.9779,40.7413,Murray Hill-Kips Bay
29282,-74.0122,40.7074,Battery Park City-Lower Manhattan
29283,-74.0005,40.7298,West Village
29284,-73.9672,40.7108,North Side-South Side
29285,-73.961,40.8007,Morningside Heights
29287,-73.9365,40.8491,Washington Heights South
29288,-73.9721,40.7513,Turtle Bay-East Midtown
29290,-73.999,40.761,Hudson Yards-Chelsea-Flatiron-Union Square
29291,-73.965,40.7747,Upper East Side-Carnegie Hill
29292,-73.9825,40.7301,East Village
29293,-73.9834,40.78,Lincoln Square
29294,-73.9526,40.77,Lenox Hill-Roosevelt Island
29295,-73.9653,40.7579,Turtle Bay-East Midtown
29297,-73.9837,40.7674,Clinton
29298,-73.9811,40.7449,Murray Hill-Kips Bay
29299,-74.0264,40.6195,Bay Ridge
29300,-73.9596,40.7634,Lenox Hill-Roosevelt Island
29301,-73.9826,40.7753,Lincoln Square
29302,-74.012,40.707,Battery Park City-Lower Manhattan
29303,-73.9941,40.6912,Brooklyn Heights-Cobble Hill
29304,-73.9918,40.7664,Clinton
29305,-73.9927,40.7216,Chinatown
29306,-73.9831,40.7377,Gramercy
29307,-73.9959,40.7593,Hudson Yards-Chelsea-Flatiron-Union Square
29308,-73.9564,40.7459,Hunters Point-Sunnyside-West Maspeth
29309,-73.97399999999998,40.7446,Murray Hill-Kips Bay
29310,-73.9789,40.7356,Stuyvesant Town-Cooper Village
29311,-73.9325,40.8578,Washington Heights North
29312,-73.9775,40.7337,Stuyvesant Town-Cooper Village
29313,-73.9742,40.796,Upper West Side
29314,-73.9756,40.789,Upper West Side
29316,-73.9549,40.7888,East Harlem South
29317,-73.9497,40.7618,Lenox Hill-Roosevelt Island
29318,-74.0077,40.7065,Battery Park City-Lower Manhattan
29321,-73.9978,40.7612,Clinton
29322,-73.9648,40.8028,Morningside Heights
29323,-74.0059,40.7088,Battery Park City-Lower Manhattan
29324,-73.9505,40.7771,Yorkville
29325,-73.969,40.7565,Turtle Bay-East Midtown
29326,-73.9665,40.7539,Turtle Bay-East Midtown
29327,-73.9475,40.78,Yorkville
29328,-74.0035,40.724,SoHo-TriBeCa-Civic Center-Little Italy
29329,-73.9568,40.7841,Upper East Side-Carnegie Hill
29330,-73.9616,40.7678,Lenox Hill-Roosevelt Island
29331,-73.982,40.7496,Murray Hill-Kips Bay
29332,-73.952,40.786,Upper East Side-Carnegie Hill
29333,-73.9861,40.7721,Lincoln Square
29334,-73.9488,40.7802,Yorkville
29335,-73.9845,40.7454,Midtown-Midtown South
29337,-74.0086,40.7058,Battery Park City-Lower Manhattan
29338,-73.9772,40.7412,Murray Hill-Kips Bay
29339,-73.9822,40.7407,Gramercy
29340,-73.96600000000002,40.7942,Upper West Side
29341,-73.9353,40.8467,Washington Heights South
29342,-73.9488,40.7897,East Harlem South
29343,-73.9909,40.7448,Hudson Yards-Chelsea-Flatiron-Union Square
29344,-73.9851,40.7437,Hudson Yards-Chelsea-Flatiron-Union Square
29346,-73.911,40.7713,Steinway
29347,-73.9806,40.7444,Murray Hill-Kips Bay
29348,-73.9655,40.8026,Morningside Heights
29349,-73.9568,40.8047,Central Harlem South
29350,-73.9717,40.7516,Turtle Bay-East Midtown
29351,-73.983,40.6969,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
29352,-73.9982,40.7568,Hudson Yards-Chelsea-Flatiron-Union Square
29353,-73.9794,40.7297,East Village
29354,-73.9936,40.7391,Hudson Yards-Chelsea-Flatiron-Union Square
29355,-73.9895,40.7742,Lincoln Square
29356,-74.0054,40.7448,Hudson Yards-Chelsea-Flatiron-Union Square
29357,-73.9705,40.7957,Upper West Side
29358,-73.9785,40.7456,Murray Hill-Kips Bay
29359,-73.9785,40.7793,Upper West Side
29360,-73.9481,40.7778,Yorkville
29361,-73.987,40.7261,East Village
29363,-73.9512,40.8043,Central Harlem South
29364,-73.9837,40.722,East Village
29365,-74.0017,40.7404,Hudson Yards-Chelsea-Flatiron-Union Square
29366,-74.0104,40.7069,Battery Park City-Lower Manhattan
29367,-73.9762,40.7933,Upper West Side
29368,-73.9826,40.7299,East Village
29369,-73.9755,40.7889,Upper West Side
29370,-74.0053,40.7456,Hudson Yards-Chelsea-Flatiron-Union Square
29371,-73.9942,40.7301,West Village
29372,-73.98100000000002,40.7287,East Village
29373,-73.9728,40.7978,Upper West Side
29374,-73.964,40.7643,Lenox Hill-Roosevelt Island
29375,-73.9668,40.7638,Upper East Side-Carnegie Hill
29376,-73.9832,40.7297,East Village
29377,-73.9357,40.667,Crown Heights North
29378,-73.9942,40.7301,West Village
29379,-73.96600000000002,40.8012,Morningside Heights
29382,-74.005,40.7324,West Village
29383,-73.9802,40.7469,Murray Hill-Kips Bay
29384,-73.9942,40.7252,West Village
29385,-73.976,40.7476,Murray Hill-Kips Bay
29386,-73.9904,40.7328,West Village
29387,-73.9416,40.7901,East Harlem South
29389,-73.9721,40.7513,Turtle Bay-East Midtown
29390,-73.994,40.7522,Hudson Yards-Chelsea-Flatiron-Union Square
29391,-73.9939,40.6988,Brooklyn Heights-Cobble Hill
29392,-73.9994,40.7298,West Village
29393,-73.9016,40.6994,Ridgewood
29394,-73.9908,40.7599,Clinton
29395,-74.0046,40.7073,Battery Park City-Lower Manhattan
29396,-73.9542,40.7758,Yorkville
29398,-73.988,40.7653,Clinton
29399,-73.9418,40.79,East Harlem South
29400,-74.0059,40.7088,Battery Park City-Lower Manhattan
29401,-73.9678,40.7902,Upper West Side
29402,-73.9741,40.7447,Murray Hill-Kips Bay
29403,-73.9743,40.7438,Murray Hill-Kips Bay
29404,-73.9891,40.7209,Chinatown
29405,-73.9574,40.7453,Hunters Point-Sunnyside-West Maspeth
29406,-73.9864,40.73,East Village
29407,-73.92399999999998,40.8668,Marble Hill-Inwood
29408,-73.9547,40.7751,Yorkville
29409,-73.9982,40.7568,Hudson Yards-Chelsea-Flatiron-Union Square
29410,-73.9907,40.7177,Chinatown
29411,-74.0059,40.7128,SoHo-TriBeCa-Civic Center-Little Italy
29412,-73.9961,40.7373,Hudson Yards-Chelsea-Flatiron-Union Square
29413,-73.9532,40.7793,Yorkville
29414,-73.94800000000002,40.7891,East Harlem South
29415,-74.0226,40.6231,Bay Ridge
29416,-73.9653,40.8036,Morningside Heights
29418,-73.9746,40.7479,Murray Hill-Kips Bay
29419,-73.9962,40.7593,Hudson Yards-Chelsea-Flatiron-Union Square
29420,-73.9962,40.7593,Hudson Yards-Chelsea-Flatiron-Union Square
29421,-74.0046,40.7329,West Village
29422,-73.9562,40.7667,Lenox Hill-Roosevelt Island
29424,-73.9866,40.7673,Clinton
29425,-73.968,40.7574,Turtle Bay-East Midtown
29426,-73.9837,40.7232,East Village
29427,-73.9968,40.7219,SoHo-TriBeCa-Civic Center-Little Italy
29428,-73.9742,40.6491,Windsor Terrace
29429,-73.9564,40.8025,Central Harlem South
29430,-73.9922,40.7248,East Village
29431,-73.9831,40.7229,East Village
29432,-73.9503,40.7845,Upper East Side-Carnegie Hill
29433,-73.953,40.8195,Manhattanville
29434,-73.9915,40.7233,Chinatown
29435,-73.9893,40.7739,Lincoln Square
29436,-73.9926,40.7425,Hudson Yards-Chelsea-Flatiron-Union Square
29437,-73.9826,40.7366,Gramercy
29438,-73.9705,40.7957,Upper West Side
29439,-73.9664,40.7681,Upper East Side-Carnegie Hill
29440,-73.9642,40.6946,Clinton Hill
29441,-73.9425,40.8381,Washington Heights South
29442,-73.986,40.6927,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
29443,-73.9544,40.7681,Lenox Hill-Roosevelt Island
29444,-73.9821,40.7317,Stuyvesant Town-Cooper Village
29445,-74.0076,40.7047,Battery Park City-Lower Manhattan
29446,-73.9532,40.7777,Yorkville
29447,-73.9964,40.7194,SoHo-TriBeCa-Civic Center-Little Italy
29448,-73.9862,40.7513,Midtown-Midtown South
29449,-73.9213,40.7043,Bushwick North
29450,-73.9953,40.7553,Hudson Yards-Chelsea-Flatiron-Union Square
29451,-73.9846,40.7756,Lincoln Square
29452,-73.9946,40.752,Hudson Yards-Chelsea-Flatiron-Union Square
29453,-73.9765,40.7489,Murray Hill-Kips Bay
29455,-73.9853,40.7451,Midtown-Midtown South
29456,-73.9977,40.7423,Hudson Yards-Chelsea-Flatiron-Union Square
29457,-73.9978,40.7612,Clinton
29458,-73.99600000000002,40.7199,SoHo-TriBeCa-Civic Center-Little Italy
29459,-73.9479,40.7781,Yorkville
29460,-73.9732,40.7476,Murray Hill-Kips Bay
29462,-73.9857,40.7682,Clinton
29463,-73.9601,40.7982,Morningside Heights
29464,-73.9956,40.7621,Clinton
29465,-73.9497,40.8289,Hamilton Heights
29466,-73.9867,40.7687,Clinton
29467,-73.9863,40.7664,Clinton
29468,-73.9978,40.7612,Clinton
29469,-73.9874,40.7651,Clinton
29470,-73.9782,40.7749,Lincoln Square
29471,-74.0244,40.6215,Bay Ridge
29472,-73.9505,40.7771,Yorkville
29473,-73.9934,40.7366,Hudson Yards-Chelsea-Flatiron-Union Square
29474,-73.9744,40.7477,Murray Hill-Kips Bay
29475,-73.9475,40.7801,Yorkville
29476,-73.9854,40.7619,Midtown-Midtown South
29477,-74.0077,40.7065,Battery Park City-Lower Manhattan
29478,-73.9823,40.7424,Gramercy
29479,-73.9594,40.6369,Flatbush
29481,-73.9412,40.8322,Washington Heights South
29482,-73.9407,40.7463,Hunters Point-Sunnyside-West Maspeth
29483,-73.9565,40.7802,Upper East Side-Carnegie Hill
29484,-73.9964,40.7198,SoHo-TriBeCa-Civic Center-Little Italy
29485,-73.9533,40.771,Lenox Hill-Roosevelt Island
29486,-73.9803,40.7853,Upper West Side
29487,-73.9543,40.822,Manhattanville
29488,-73.9727,40.7436,Turtle Bay-East Midtown
29489,-73.9964,40.7198,SoHo-TriBeCa-Civic Center-Little Italy
29491,-73.9568,40.7802,Upper East Side-Carnegie Hill
29492,-73.9581,40.7697,Lenox Hill-Roosevelt Island
29493,-73.9748,40.7481,Murray Hill-Kips Bay
29494,-73.9609,40.7629,Lenox Hill-Roosevelt Island
29495,-73.9894,40.7735,Lincoln Square
29496,-73.9957,40.7465,Hudson Yards-Chelsea-Flatiron-Union Square
29497,-74.0047,40.7334,West Village
29499,-73.9893,40.774,Lincoln Square
29500,-73.9656,40.7575,Turtle Bay-East Midtown
29501,-73.9901,40.7601,Clinton
29502,-74.0095,40.7054,Battery Park City-Lower Manhattan
29503,-73.9523,40.7912,East Harlem South
29504,-73.7001,40.6592,Unknown
29505,-74.0097,40.7077,Battery Park City-Lower Manhattan
29506,-73.9769,40.7291,Stuyvesant Town-Cooper Village
29507,-74.0065,40.7081,Battery Park City-Lower Manhattan
29508,-73.8503,40.8824,Eastchester-Edenwald-Baychester
29509,-73.94,40.8223,Central Harlem North-Polo Grounds
29510,-73.9274,40.704,Bushwick North
29511,-73.9404,40.8294,Hamilton Heights
29512,-73.9397,40.8433,Washington Heights South
29514,-73.9765,40.7489,Murray Hill-Kips Bay
29515,-74.001,40.736,West Village
29516,-73.9445,40.8333,Washington Heights South
29517,-73.94800000000002,40.7723,Yorkville
29518,-73.96340000000002,40.7998,Morningside Heights
29519,-73.9475,40.8152,Central Harlem North-Polo Grounds
29520,-73.9838,40.7587,Midtown-Midtown South
29521,-73.9705,40.7893,Upper West Side
29523,-73.967,40.7653,Upper East Side-Carnegie Hill
29524,-73.9506,40.7716,Yorkville
29525,-74.0028,40.7233,SoHo-TriBeCa-Civic Center-Little Italy
29526,-73.9954,40.749,Midtown-Midtown South
29527,-73.9508,40.7718,Yorkville
29528,-73.9649,40.7572,Turtle Bay-East Midtown
29529,-73.9452,40.8022,East Harlem North
29530,-73.8573,40.7301,Forest Hills
29531,-73.9445,40.7771,Yorkville
29532,-73.9921,40.7618,Clinton
29533,-73.9566,40.7704,Lenox Hill-Roosevelt Island
29534,-73.9803,40.7853,Upper West Side
29535,-73.9929,40.7714,Clinton
29536,-73.968,40.7976,Upper West Side
29537,-74.0102,40.7034,Battery Park City-Lower Manhattan
29538,-74.0022,40.7505,Hudson Yards-Chelsea-Flatiron-Union Square
29539,-73.9638,40.7634,Lenox Hill-Roosevelt Island
29540,-74.0176,40.7113,Battery Park City-Lower Manhattan
29541,-73.9567,40.716,North Side-South Side
29542,-73.9772,40.7412,Murray Hill-Kips Bay
29543,-73.9898,40.7237,East Village
29544,-74.0092,40.7387,West Village
29545,-73.9544,40.7681,Lenox Hill-Roosevelt Island
29546,-74.0101,40.7067,Battery Park City-Lower Manhattan
29547,-73.9805,40.7443,Murray Hill-Kips Bay
29548,-73.97399999999998,40.7538,Turtle Bay-East Midtown
29549,-73.9958,40.753,Hudson Yards-Chelsea-Flatiron-Union Square
29550,-73.9826,40.7277,East Village
29551,-73.9848,40.7635,Midtown-Midtown South
29552,-73.9578,40.7459,Hunters Point-Sunnyside-West Maspeth
29553,-73.9495,40.7708,Lenox Hill-Roosevelt Island
29554,-73.9549,40.8228,Hamilton Heights
29555,-73.93,40.8583,Washington Heights North
29556,-73.9806,40.7788,Lincoln Square
29557,-73.9464,40.7792,Yorkville
29558,-73.9578,40.8198,Manhattanville
29559,-73.9881,40.7269,East Village
29560,-73.9501,40.774,Yorkville
29561,-73.969,40.7549,Turtle Bay-East Midtown
29563,-73.9855,40.7298,East Village
29564,-74.0143,40.71,Battery Park City-Lower Manhattan
29566,-74.0329,40.7367,Unknown
29567,-73.9596,40.7634,Lenox Hill-Roosevelt Island
29568,-73.9545,40.8018,Central Harlem South
29569,-74.0021,40.7075,Battery Park City-Lower Manhattan
29570,-73.9893,40.774,Lincoln Square
29571,-73.938,40.7982,East Harlem North
29572,-73.9742,40.7476,Murray Hill-Kips Bay
29573,-73.9347,40.7003,Bushwick South
29574,-73.9823,40.735,Gramercy
29576,-73.9484,40.7701,Lenox Hill-Roosevelt Island
29577,-74.0059,40.7075,Battery Park City-Lower Manhattan
29578,-73.9875,40.7743,Lincoln Square
29579,-73.9921,40.761,Clinton
29580,-73.9815,40.7401,Murray Hill-Kips Bay
29581,-73.9569,40.8032,Central Harlem South
29582,-73.992,40.7223,Chinatown
29583,-73.9515,40.7793,Yorkville
29584,-73.9805,40.7486,Murray Hill-Kips Bay
29585,-73.96600000000002,40.7537,Turtle Bay-East Midtown
29587,-73.9712,40.7594,Turtle Bay-East Midtown
29588,-74.0054,40.7354,West Village
29589,-74.0113,40.7075,Battery Park City-Lower Manhattan
29590,-73.9516,40.7801,Yorkville
29592,-73.939,40.8454,Washington Heights South
29593,-74.017,40.7058,Battery Park City-Lower Manhattan
29594,-73.9947,40.7461,Hudson Yards-Chelsea-Flatiron-Union Square
29595,-73.9861,40.7608,Midtown-Midtown South
29596,-73.9621,40.7966,Upper West Side
29597,-73.8907,40.7282,Maspeth
29598,-73.9779,40.7413,Murray Hill-Kips Bay
29599,-73.9555,40.8194,Manhattanville
29600,-73.9901,40.7601,Clinton
29601,-73.9841,40.7668,Clinton
29603,-73.9216,40.7022,Bushwick North
29604,-73.9524,40.7733,Yorkville
29605,-73.9626,40.7621,Lenox Hill-Roosevelt Island
29606,-74.0057,40.7347,West Village
29607,-73.9917,40.7709,Clinton
29608,-73.9857,40.7691,Lincoln Square
29609,-73.971,40.7863,Upper West Side
29610,-73.8156,40.7104,Briarwood-Jamaica Hills
29611,-73.9976,40.678,Carroll Gardens-Columbia Street-Red Hook
29612,-73.9785,40.7261,Lower East Side
29613,-74.0149,40.708,Battery Park City-Lower Manhattan
29614,-73.9505,40.7771,Yorkville
29615,-73.9832,40.7297,East Village
29617,-73.9911,40.7376,Hudson Yards-Chelsea-Flatiron-Union Square
29618,-73.9661,40.7929,Upper West Side
29619,-74.0072,40.7067,Battery Park City-Lower Manhattan
29620,-73.9875,40.7743,Lincoln Square
29622,-73.9632,40.7984,Upper West Side
29623,-74.007,40.7074,Battery Park City-Lower Manhattan
29624,-74.0151,40.7084,Battery Park City-Lower Manhattan
29625,-73.9865,40.7348,Gramercy
29626,-73.999,40.761,Hudson Yards-Chelsea-Flatiron-Union Square
29628,-73.9732,40.7476,Murray Hill-Kips Bay
29629,-73.9851,40.6887,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill
29630,-74.0025,40.7315,West Village
29632,-73.9638,40.7634,Lenox Hill-Roosevelt Island
29633,-73.9803,40.7444,Murray Hill-Kips Bay
29634,-73.9269,40.8673,Marble Hill-Inwood
29635,-73.9518,40.7802,Yorkville
29636,-73.9671,40.7568,Turtle Bay-East Midtown
29637,-73.9677,40.7918,Upper West Side
29638,-73.8618,40.6935,Woodhaven
29639,-73.96340000000002,40.799,Upper West Side
29640,-73.9857,40.733,Gramercy
29641,-73.9362,40.8156,Central Harlem North-Polo Grounds
29643,-73.9678,40.7902,Upper West Side
29644,-73.9785,40.7655,Midtown-Midtown South
29645,-73.9272,40.6903,Stuyvesant Heights
29647,-73.9877,40.7461,Midtown-Midtown South
29648,-73.9396,40.8188,Central Harlem North-Polo Grounds
29649,-73.9959,40.7593,Hudson Yards-Chelsea-Flatiron-Union Square
29650,-73.988,40.7784,Lincoln Square
29651,-73.9539,40.7108,North Side-South Side
29652,-73.9963,40.7606,Clinton
29654,-74.0122,40.7074,Battery Park City-Lower Manhattan
29655,-73.9895,40.7291,East Village
29656,-73.9974,40.7202,SoHo-TriBeCa-Civic Center-Little Italy
29657,-73.942,40.7865,East Harlem South
29658,-73.9809,40.776,Lincoln Square
29659,-73.9763,40.7878,Upper West Side
29660,-73.9642,40.7616,Lenox Hill-Roosevelt Island
29662,-73.999,40.761,Hudson Yards-Chelsea-Flatiron-Union Square
29663,-73.947,40.7795,Yorkville
29664,-73.9789,40.7425,Murray Hill-Kips Bay
29667,-73.9945,40.7235,SoHo-TriBeCa-Civic Center-Little Italy
29668,-73.9848,40.7635,Midtown-Midtown South
29669,-73.9944,40.7548,Hudson Yards-Chelsea-Flatiron-Union Square
29670,-74.0148,40.7182,Battery Park City-Lower Manhattan
29671,-73.955,40.5765,Brighton Beach
29672,-73.9544,40.7681,Lenox Hill-Roosevelt Island
29673,-73.9982,40.7568,Hudson Yards-Chelsea-Flatiron-Union Square
29674,-73.9638,40.7634,Lenox Hill-Roosevelt Island
29675,-73.9415,40.7899,East Harlem South
29676,-73.9805,40.7824,Upper West Side
29677,-73.9788,40.7287,East Village
29679,-73.956,40.7472,Hunters Point-Sunnyside-West Maspeth
29680,-73.9661,40.7929,Upper West Side
29681,-73.9961,40.7373,Hudson Yards-Chelsea-Flatiron-Union Square
29683,-73.9512,40.7761,Yorkville
29684,-73.9464,40.7805,Yorkville
29685,-73.9917,40.7709,Clinton
29687,-73.9988,40.6079,Bensonhurst West
29688,-73.9846,40.7637,Midtown-Midtown South
29689,-73.9667,40.7953,Upper West Side
29692,-73.9897,40.6371,Borough Park
29693,-73.9508,40.7808,Yorkville
29694,-73.9955,40.7553,Hudson Yards-Chelsea-Flatiron-Union Square
29695,-73.9425,40.7487,Hunters Point-Sunnyside-West Maspeth
29696,-73.9824,40.7222,Lower East Side
29698,-74.0065,40.7081,Battery Park City-Lower Manhattan
29699,-73.9891,40.7609,Clinton
29700,-73.9606,40.8013,Morningside Heights
29701,-73.9982,40.7568,Hudson Yards-Chelsea-Flatiron-Union Square
29702,-73.9897,40.7182,Chinatown
29703,-73.938,40.8537,Washington Heights North
29704,-73.9847,40.7751,Lincoln Square
29706,-73.9535,40.7989,Central Harlem South
29707,-74.0065,40.7081,Battery Park City-Lower Manhattan
29708,-73.9696,40.756,Turtle Bay-East Midtown
29709,-73.9484,40.7957,East Harlem South
29710,-73.9315,40.8564,Washington Heights North
29711,-73.9832,40.728,East Village
29712,-73.915,40.6823,Ocean Hill
29713,-73.9464,40.7805,Yorkville
29714,-73.9482,40.7782,Yorkville
29715,-73.9886,40.7656,Clinton
29716,-73.9529,40.7671,Lenox Hill-Roosevelt Island
29717,-74.0019,40.7387,West Village
29718,-73.9799,40.6897,Fort Greene
29719,-73.9727,40.7957,Upper West Side
29720,-73.9564,40.7711,Lenox Hill-Roosevelt Island
29721,-73.9724,40.7976,Upper West Side
29722,-73.9957,40.7228,SoHo-TriBeCa-Civic Center-Little Italy
29723,-73.9565,40.7465,Hunters Point-Sunnyside-West Maspeth
29724,-73.9965,40.719,SoHo-TriBeCa-Civic Center-Little Italy
29725,-73.9469,40.7826,Yorkville
29726,-74.0095,40.7054,Battery Park City-Lower Manhattan
29727,-73.984,40.7645,Midtown-Midtown South
29728,-73.9794,40.7804,Upper West Side
29729,-73.9628,40.7633,Lenox Hill-Roosevelt Island
29730,-73.8442,40.7229,Forest Hills
29731,-73.9936,40.7616,Clinton
29732,-73.9552,40.822,Manhattanville
29733,-74.0055,40.7347,West Village
29734,-73.9863,40.7349,Gramercy
29737,-73.9507,40.7756,Yorkville
29738,-73.9197,40.6899,Bushwick South
29739,-73.9504,40.7868,East Harlem South
29741,-73.9734,40.7488,Turtle Bay-East Midtown
29742,-73.9392,40.8021,East Harlem North
29743,-73.9556,40.776,Yorkville
29745,-73.9451,40.6877,Bedford
29746,-73.9668,40.7596,Turtle Bay-East Midtown
29747,-73.9918,40.7441,Hudson Yards-Chelsea-Flatiron-Union Square
29748,-73.9649,40.8029,Morningside Heights
29749,-73.9607,40.7196,North Side-South Side
29750,-73.9852,40.7183,Lower East Side
29751,-74.008,40.7321,West Village
29752,-73.9583,40.762,Lenox Hill-Roosevelt Island
29754,-73.9546,40.7818,Upper East Side-Carnegie Hill
29755,-74.0046,40.7073,Battery Park City-Lower Manhattan
29756,-73.9453,40.8381,Washington Heights South
29757,-73.9785,40.7793,Upper West Side
29758,-73.9862,40.7514,Midtown-Midtown South
29759,-74.0013,40.7264,SoHo-TriBeCa-Civic Center-Little Italy
29760,-73.9806,40.7392,Murray Hill-Kips Bay
29762,-73.9742,40.7476,Murray Hill-Kips Bay
29763,-74.0244,40.6215,Bay Ridge
29764,-73.9717,40.7516,Turtle Bay-East Midtown
29765,-73.9562,40.6695,Crown Heights South
29766,-74.0021,40.7253,SoHo-TriBeCa-Civic Center-Little Italy
29768,-73.98100000000002,40.7757,Lincoln Square
29769,-73.976,40.7858,Upper West Side
29770,-73.9811,40.7449,Murray Hill-Kips Bay
29771,-73.9919,40.7436,Hudson Yards-Chelsea-Flatiron-Union Square
29772,-73.9859,40.7661,Clinton
29774,-73.9604,40.7608,Lenox Hill-Roosevelt Island
29775,-74.0076,40.7047,Battery Park City-Lower Manhattan
29776,-73.9598,40.7618,Lenox Hill-Roosevelt Island
29777,-74.0059,40.7088,Battery Park City-Lower Manhattan
29780,-73.9594,40.7675,Lenox Hill-Roosevelt Island
29781,-73.9572,40.7459,Hunters Point-Sunnyside-West Maspeth
29782,-73.9301,40.8532,Washington Heights North
29783,-73.9756,40.7445,Murray Hill-Kips Bay
29784,-73.97399999999998,40.7538,Turtle Bay-East Midtown
29786,-73.9816,40.735,Gramercy
29787,-74.0076,40.7047,Battery Park City-Lower Manhattan
29788,-73.9647,40.8028,Morningside Heights
29789,-74.0037,40.753,Hudson Yards-Chelsea-Flatiron-Union Square
29790,-73.9944,40.7251,West Village
29792,-73.987,40.7188,Lower East Side
29793,-73.92,40.7027,Bushwick North
29794,-74.0128,40.7046,Battery Park City-Lower Manhattan
29795,-74.0079,40.7337,West Village
29796,-73.9886,40.7751,Lincoln Square
29797,-73.9077,40.6768,Ocean Hill
29799,-73.9785,40.7792,Upper West Side
29800,-73.976,40.7845,Upper West Side
29801,-73.9748,40.7481,Murray Hill-Kips Bay
29802,-73.979,40.7426,Murray Hill-Kips Bay
29803,-73.9543,40.78,Upper East Side-Carnegie Hill
29804,-74.0089,40.7328,West Village
29805,-74.0086,40.7121,SoHo-TriBeCa-Civic Center-Little Italy
29806,-73.9982,40.7568,Hudson Yards-Chelsea-Flatiron-Union Square
29807,-73.9934,40.7366,Hudson Yards-Chelsea-Flatiron-Union Square
29808,-73.9794,40.7293,East Village
29809,-73.9725,40.7465,Murray Hill-Kips Bay
29811,-73.9548,40.7804,Upper East Side-Carnegie Hill
29812,-74.0048,40.7339,West Village
29813,-73.9964,40.7441,Hudson Yards-Chelsea-Flatiron-Union Square
29814,-73.9223,40.6822,Stuyvesant Heights
29815,-73.947,40.7783,Yorkville
29816,-73.98100000000002,40.7716,Lincoln Square
29817,-73.8601,40.7277,Rego Park
